Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
04.11.2020;00:00;1.074;467;1.487;4.529;0;43;1.645;3.247;909;1.163;13;392
04.11.2020;00:15;1.072;467;1.504;4.471;0;42;1.640;3.132;888;1.196;14;391
04.11.2020;00:30;1.069;471;1.518;4.473;0;42;1.631;3.071;874;1.154;17;391
04.11.2020;00:45;1.066;480;1.503;4.446;0;42;1.633;3.057;870;1.089;19;392
04.11.2020;01:00;1.064;468;1.521;4.468;0;42;1.635;3.031;869;1.059;3;392
04.11.2020;01:15;1.067;465;1.560;4.470;0;42;1.632;3.024;868;1.061;2;391
04.11.2020;01:30;1.066;464;1.581;4.409;0;42;1.632;3.021;877;1.088;2;390
04.11.2020;01:45;1.069;465;1.573;4.369;0;42;1.633;2.984;878;1.066;2;390
04.11.2020;02:00;1.069;488;1.565;4.333;0;42;1.625;2.950;874;1.026;12;389
04.11.2020;02:15;1.069;488;1.562;4.335;0;42;1.607;2.902;891;1.010;10;389
04.11.2020;02:30;1.067;494;1.578;4.331;0;42;1.590;2.904;916;1.036;10;389
04.11.2020;02:45;1.067;495;1.462;4.324;0;42;1.584;2.883;927;1.048;14;391
04.11.2020;03:00;1.069;492;1.344;4.321;0;42;1.601;2.839;938;1.072;43;388
04.11.2020;03:15;1.072;491;1.339;4.253;0;42;1.610;2.836;932;1.064;40;385
04.11.2020;03:30;1.069;482;1.345;4.176;0;42;1.604;2.843;936;1.092;14;386
04.11.2020;03:45;1.065;482;1.321;4.113;0;43;1.607;2.880;942;1.130;15;385
04.11.2020;04:00;1.067;478;1.306;4.070;0;43;1.595;2.988;968;1.201;3;383
04.11.2020;04:15;1.069;470;1.276;4.049;0;43;1.593;3.029;974;1.270;8;382
04.11.2020;04:30;1.073;460;1.284;4.019;0;44;1.592;3.086;982;1.355;2;384
04.11.2020;04:45;1.071;458;1.316;3.984;0;46;1.575;3.155;1.002;1.458;2;389
04.11.2020;05:00;1.073;467;1.316;3.930;0;46;1.581;3.346;1.039;1.642;10;388
04.11.2020;05:15;1.076;459;1.282;3.869;0;46;1.583;3.464;1.129;1.764;2;388
04.11.2020;05:30;1.074;461;1.293;3.838;0;46;1.590;3.564;1.251;1.801;2;386
04.11.2020;05:45;1.076;464;1.265;3.808;0;48;1.606;3.635;1.412;1.846;6;392
04.11.2020;06:00;1.076;459;1.224;3.827;0;48;1.612;3.656;1.538;2.028;12;395
04.11.2020;06:15;1.077;461;1.260;3.692;0;48;1.624;3.698;1.665;2.158;125;396
04.11.2020;06:30;1.076;479;1.229;3.608;0;48;1.632;3.719;1.841;2.218;239;396
04.11.2020;06:45;1.074;471;1.254;3.551;1;49;1.642;3.744;1.982;2.220;281;398
04.11.2020;07:00;1.072;477;1.243;3.570;9;52;1.642;3.746;2.065;2.278;225;401
04.11.2020;07:15;1.076;496;1.209;3.537;31;52;1.643;3.752;2.119;2.286;436;404
04.11.2020;07:30;1.076;501;1.239;3.436;83;52;1.643;3.765;2.154;2.287;735;405
04.11.2020;07:45;1.072;501;1.271;3.304;235;52;1.643;3.758;2.190;2.287;785;404
04.11.2020;08:00;1.076;504;1.248;3.138;414;52;1.643;3.777;2.213;2.314;829;399
04.11.2020;08:15;1.075;495;1.337;3.027;620;52;1.643;3.784;2.216;2.317;799;398
04.11.2020;08:30;1.084;487;1.256;2.929;869;53;1.643;3.796;2.234;2.335;569;398
04.11.2020;08:45;1.084;489;1.214;2.856;1.123;54;1.644;3.795;2.252;2.381;447;401
04.11.2020;09:00;1.088;507;1.249;2.730;1.377;54;1.644;3.808;2.274;2.406;584;408
04.11.2020;09:15;1.100;510;1.284;2.589;1.636;54;1.644;3.794;2.312;2.439;398;408
04.11.2020;09:30;1.102;478;1.255;2.462;1.907;54;1.644;3.793;2.314;2.455;379;408
04.11.2020;09:45;1.108;476;1.243;2.295;2.145;54;1.643;3.791;2.306;2.474;363;407
04.11.2020;10:00;1.108;535;1.217;2.105;2.361;54;1.658;3.786;2.330;2.514;358;408
04.11.2020;10:15;1.110;504;1.207;2.035;2.558;54;1.679;3.763;2.339;2.531;334;407
04.11.2020;10:30;1.111;500;1.194;1.995;2.746;55;1.688;3.769;2.348;2.536;277;405
04.11.2020;10:45;1.110;491;1.187;1.932;2.875;55;1.689;3.772;2.375;2.538;203;403
04.11.2020;11:00;1.105;503;1.162;1.870;3.017;55;1.689;3.768;2.381;2.525;219;405
04.11.2020;11:15;1.104;506;1.156;1.809;3.139;56;1.689;3.771;2.384;2.532;263;409
04.11.2020;11:30;1.100;511;1.075;1.801;3.160;56;1.689;3.778;2.384;2.534;354;411
04.11.2020;11:45;1.098;521;1.047;1.841;3.179;56;1.688;3.771;2.396;2.526;381;434
04.11.2020;12:00;1.102;522;1.043;1.838;3.142;56;1.687;3.772;2.412;2.530;257;448
04.11.2020;12:15;1.108;521;1.030;1.829;3.087;56;1.687;3.766;2.414;2.521;207;453
04.11.2020;12:30;1.110;509;1.023;1.842;2.976;54;1.688;3.767;2.416;2.513;264;458
04.11.2020;12:45;1.110;494;1.055;1.861;2.889;54;1.686;3.767;2.417;2.511;262;461
04.11.2020;13:00;1.109;478;1.077;1.827;2.765;54;1.683;3.757;2.435;2.517;192;472
04.11.2020;13:15;1.109;487;1.072;1.838;2.597;54;1.687;3.759;2.440;2.581;114;478
04.11.2020;13:30;1.107;495;1.110;1.876;2.421;54;1.686;3.739;2.440;2.595;94;491
04.11.2020;13:45;1.104;482;1.097;1.863;2.254;54;1.687;3.729;2.442;2.640;97;510
04.11.2020;14:00;1.099;507;1.129;1.820;2.047;53;1.685;3.726;2.421;2.610;53;511
04.11.2020;14:15;1.097;513;1.131;1.816;1.848;54;1.687;3.745;2.399;2.611;104;509
04.11.2020;14:30;1.100;514;1.111;1.826;1.652;54;1.687;3.771;2.391;2.602;133;506
04.11.2020;14:45;1.097;508;1.210;1.792;1.447;54;1.687;3.770;2.386;2.627;164;502
04.11.2020;15:00;1.096;495;1.198;1.769;1.224;54;1.687;3.765;2.329;2.668;278;502
04.11.2020;15:15;1.092;505;1.103;1.676;1.002;54;1.687;3.770;2.333;2.702;410;504
04.11.2020;15:30;1.093;512;1.030;1.581;749;54;1.687;3.783;2.344;2.751;502;504
04.11.2020;15:45;1.090;522;986;1.515;506;55;1.690;3.776;2.366;2.778;504;509
04.11.2020;16:00;1.089;488;959;1.514;294;56;1.688;3.793;2.357;2.739;522;516
04.11.2020;16:15;1.099;507;897;1.586;134;56;1.687;3.821;2.362;2.742;590;515
04.11.2020;16:30;1.100;523;885;1.626;45;56;1.688;3.852;2.368;2.765;805;515
04.11.2020;16:45;1.102;539;877;1.674;10;56;1.690;3.872;2.399;2.808;903;494
04.11.2020;17:00;1.101;519;896;1.729;0;56;1.689;3.889;2.416;2.844;1.100;465
04.11.2020;17:15;1.100;555;928;1.786;0;56;1.689;3.899;2.415;2.871;1.241;443
04.11.2020;17:30;1.099;550;947;1.889;0;56;1.689;3.901;2.425;2.834;1.327;410
04.11.2020;17:45;1.100;545;943;1.966;0;56;1.689;3.907;2.424;2.842;1.386;404
04.11.2020;18:00;1.096;517;996;2.065;0;56;1.689;3.912;2.413;2.868;1.258;413
04.11.2020;18:15;1.097;504;1.016;2.138;0;56;1.684;3.906;2.412;2.869;1.095;410
04.11.2020;18:30;1.096;522;1.029;2.266;0;56;1.686;3.913;2.413;2.864;916;411
04.11.2020;18:45;1.093;503;1.022;2.356;0;56;1.688;3.914;2.401;2.874;848;411
04.11.2020;19:00;1.095;549;1.000;2.458;0;55;1.688;3.908;2.363;2.862;909;408
04.11.2020;19:15;1.094;534;946;2.520;0;55;1.687;3.915;2.352;2.784;916;408
04.11.2020;19:30;1.095;500;922;2.569;0;55;1.688;3.907;2.340;2.705;734;409
04.11.2020;19:45;1.096;477;970;2.639;0;55;1.681;3.883;2.332;2.627;618;409
04.11.2020;20:00;1.096;492;921;2.729;0;55;1.685;3.887;2.316;2.554;610;410
04.11.2020;20:15;1.094;490;858;2.764;0;55;1.689;3.880;2.275;2.547;445;411
04.11.2020;20:30;1.097;485;818;2.796;0;55;1.688;3.873;2.237;2.541;194;410
04.11.2020;20:45;1.097;495;842;2.832;0;55;1.684;3.858;2.177;2.491;180;410
04.11.2020;21:00;1.093;509;872;2.869;0;55;1.688;3.877;2.114;2.483;46;410
04.11.2020;21:15;1.094;507;895;2.836;0;55;1.688;3.860;2.062;2.422;39;410
04.11.2020;21:30;1.094;501;918;2.860;0;55;1.676;3.845;1.954;2.344;42;409
04.11.2020;21:45;1.098;480;917;2.861;0;53;1.679;3.843;1.831;2.265;49;405
04.11.2020;22:00;1.094;505;938;2.841;0;53;1.688;3.883;1.714;2.181;61;402
04.11.2020;22:15;1.098;493;944;2.809;0;53;1.690;3.891;1.627;2.065;58;402
04.11.2020;22:30;1.097;485;997;2.793;0;51;1.687;3.882;1.564;1.926;45;398
04.11.2020;22:45;1.096;474;954;2.783;0;48;1.682;3.882;1.504;1.811;39;392
04.11.2020;23:00;1.094;488;903;2.754;0;47;1.684;3.914;1.436;1.711;62;382
04.11.2020;23:15;1.092;484;950;2.723;0;46;1.685;3.912;1.379;1.675;88;381
04.11.2020;23:30;1.096;474;973;2.718;0;46;1.684;3.908;1.313;1.633;85;388
04.11.2020;23:45;1.094;473;986;2.719;0;46;1.684;3.900;1.251;1.597;56;390
05.11.2020;00:00;1.085;483;1.035;2.718;0;46;1.686;3.899;1.186;1.522;26;373
05.11.2020;00:15;1.084;473;1.031;2.734;0;46;1.690;3.908;1.161;1.567;11;374
05.11.2020;00:30;1.087;473;1.031;2.717;0;46;1.690;3.905;1.126;1.554;8;373
05.11.2020;00:45;1.083;470;1.006;2.736;0;47;1.690;3.862;1.076;1.553;7;373
05.11.2020;01:00;1.081;493;1.004;2.700;0;47;1.681;3.820;1.034;1.515;13;375
05.11.2020;01:15;1.080;487;982;2.711;0;48;1.678;3.811;1.025;1.508;29;376
05.11.2020;01:30;1.081;481;1.023;2.653;0;48;1.680;3.809;1.022;1.509;28;376
05.11.2020;01:45;1.083;472;996;2.623;0;49;1.683;3.788;1.022;1.507;10;378
05.11.2020;02:00;1.082;470;1.034;2.618;0;50;1.696;3.737;1.024;1.465;4;382
05.11.2020;02:15;1.080;470;986;2.581;0;50;1.696;3.723;1.033;1.451;5;381
05.11.2020;02:30;1.081;470;1.018;2.543;0;50;1.697;3.727;1.024;1.474;6;380
05.11.2020;02:45;1.080;470;1.025;2.487;0;50;1.696;3.738;1.007;1.487;5;381
05.11.2020;03:00;1.082;473;1.099;2.470;0;50;1.697;3.703;988;1.461;7;379
05.11.2020;03:15;1.078;467;1.169;2.455;0;50;1.696;3.691;981;1.454;4;379
05.11.2020;03:30;1.080;467;1.179;2.441;0;50;1.697;3.696;983;1.450;5;375
05.11.2020;03:45;1.082;466;1.191;2.422;0;50;1.697;3.702;987;1.447;4;380
05.11.2020;04:00;1.080;465;1.219;2.435;0;50;1.696;3.805;988;1.408;2;381
05.11.2020;04:15;1.082;465;1.233;2.439;0;50;1.697;3.844;995;1.395;36;380
05.11.2020;04:30;1.082;463;1.304;2.447;0;50;1.697;3.842;1.027;1.416;37;383
05.11.2020;04:45;1.082;463;1.311;2.467;0;52;1.697;3.830;1.075;1.464;43;387
05.11.2020;05:00;1.082;463;1.304;2.516;0;52;1.696;3.876;1.138;1.593;9;385
05.11.2020;05:15;1.082;461;1.314;2.561;0;52;1.696;3.885;1.194;1.630;4;384
05.11.2020;05:30;1.082;465;1.338;2.572;0;52;1.697;3.882;1.243;1.690;11;385
05.11.2020;05:45;1.081;467;1.344;2.605;0;54;1.696;3.906;1.342;1.733;17;388
05.11.2020;06:00;1.080;470;1.338;2.664;0;56;1.695;3.934;1.529;1.917;45;381
05.11.2020;06:15;1.080;484;1.350;2.688;0;57;1.697;3.955;1.699;2.079;90;383
05.11.2020;06:30;1.082;495;1.349;2.685;0;57;1.697;3.942;1.864;2.249;179;385
05.11.2020;06:45;1.081;514;1.276;2.717;1;57;1.698;3.954;2.002;2.323;412;385
05.11.2020;07:00;1.085;505;1.266;2.735;7;57;1.698;3.961;2.069;2.434;316;384
05.11.2020;07:15;1.086;512;1.293;2.783;21;57;1.698;3.982;2.111;2.441;506;386
05.11.2020;07:30;1.086;512;1.316;2.814;95;57;1.699;3.979;2.134;2.497;499;384
05.11.2020;07:45;1.084;516;1.334;2.750;259;57;1.699;3.979;2.148;2.523;514;384
05.11.2020;08:00;1.085;512;1.359;2.622;511;57;1.698;3.951;2.148;2.546;877;383
05.11.2020;08:15;1.086;508;1.398;2.559;802;57;1.698;3.971;2.143;2.561;800;382
05.11.2020;08:30;1.085;513;1.410;2.493;1.132;57;1.699;3.963;2.133;2.570;639;381
05.11.2020;08:45;1.083;482;1.434;2.389;1.485;57;1.695;3.958;2.099;2.544;432;379
05.11.2020;09:00;1.083;504;1.399;2.277;1.844;57;1.671;3.977;2.090;2.628;158;391
05.11.2020;09:15;1.088;501;1.164;2.099;2.229;57;1.654;3.997;2.070;2.605;151;391
05.11.2020;09:30;1.099;483;1.169;1.936;2.603;57;1.648;3.995;2.041;2.621;79;389
05.11.2020;09:45;1.102;480;1.166;1.863;2.936;57;1.648;3.976;2.007;2.629;70;394
05.11.2020;10:00;1.098;486;1.159;1.793;3.236;57;1.648;3.929;2.013;2.682;243;395
05.11.2020;10:15;1.098;466;1.153;1.723;3.502;57;1.647;3.883;2.013;2.707;177;392
05.11.2020;10:30;1.097;483;1.150;1.646;3.742;57;1.646;3.885;2.000;2.691;183;392
05.11.2020;10:45;1.098;482;1.155;1.640;3.950;57;1.645;3.906;1.914;2.652;124;393
05.11.2020;11:00;1.101;478;1.160;1.676;4.101;55;1.645;3.896;1.837;2.457;128;391
05.11.2020;11:15;1.099;481;1.162;1.695;4.201;54;1.645;3.908;1.819;2.451;132;396
05.11.2020;11:30;1.099;481;1.175;1.749;4.246;54;1.644;3.912;1.805;2.441;106;408
05.11.2020;11:45;1.095;479;1.180;1.855;4.258;53;1.645;3.905;1.787;2.422;97;409
05.11.2020;12:00;1.093;489;1.179;1.917;4.236;53;1.644;3.880;1.765;2.388;149;424
05.11.2020;12:15;1.091;486;1.183;1.982;4.144;53;1.643;3.886;1.755;2.378;105;431
05.11.2020;12:30;1.087;481;1.166;2.027;4.041;53;1.643;3.904;1.757;2.392;87;444
05.11.2020;12:45;1.092;467;1.158;2.083;3.908;53;1.637;3.842;1.794;2.414;103;447
05.11.2020;13:00;1.092;464;1.305;2.127;3.769;52;1.634;3.750;1.816;2.469;57;451
05.11.2020;13:15;1.091;475;1.428;2.250;3.590;52;1.628;3.740;1.844;2.430;31;454
05.11.2020;13:30;1.093;492;1.412;2.294;3.406;52;1.626;3.740;1.866;2.408;44;461
05.11.2020;13:45;1.090;489;1.409;2.333;3.190;52;1.626;3.752;1.887;2.372;33;469
05.11.2020;14:00;1.092;492;1.419;2.350;2.949;52;1.632;3.750;1.856;2.315;34;475
05.11.2020;14:15;1.097;472;1.399;2.431;2.668;52;1.627;3.756;1.894;2.324;50;486
05.11.2020;14:30;1.100;488;1.388;2.484;2.362;52;1.622;3.779;1.884;2.317;94;492
05.11.2020;14:45;1.099;493;1.392;2.466;2.040;52;1.617;3.795;1.919;2.356;144;492
05.11.2020;15:00;1.096;465;1.378;2.491;1.706;52;1.634;3.745;1.977;2.518;82;491
05.11.2020;15:15;1.093;474;1.359;2.478;1.339;52;1.637;3.755;1.999;2.471;165;489
05.11.2020;15:30;1.094;494;1.313;2.439;985;52;1.639;3.785;2.017;2.513;198;489
05.11.2020;15:45;1.089;520;1.263;2.409;663;52;1.640;3.792;2.051;2.576;279;489
05.11.2020;16:00;1.090;465;1.192;2.373;391;52;1.638;3.773;2.114;2.642;291;488
05.11.2020;16:15;1.090;523;1.176;2.362;194;52;1.638;3.777;2.165;2.663;415;487
05.11.2020;16:30;1.090;529;1.159;2.374;103;52;1.641;3.783;2.180;2.640;479;480
05.11.2020;16:45;1.091;529;1.115;2.428;12;52;1.640;3.809;2.204;2.667;627;471
05.11.2020;17:00;1.093;522;1.069;2.505;0;52;1.661;3.796;2.244;2.797;996;447
05.11.2020;17:15;1.093;527;1.025;2.518;0;52;1.687;3.836;2.242;2.839;1.148;404
05.11.2020;17:30;1.094;528;967;2.551;0;52;1.690;3.835;2.239;2.858;1.276;388
05.11.2020;17:45;1.093;526;914;2.578;0;52;1.691;3.831;2.251;2.888;1.230;385
05.11.2020;18:00;1.094;519;855;2.639;0;52;1.692;3.829;2.262;2.911;1.112;383
05.11.2020;18:15;1.094;517;798;2.708;0;51;1.693;3.822;2.261;2.909;1.112;377
05.11.2020;18:30;1.087;508;751;2.755;0;51;1.693;3.824;2.251;2.841;1.197;382
05.11.2020;18:45;1.088;483;725;2.805;0;51;1.694;3.813;2.263;2.832;1.191;380
05.11.2020;19:00;1.090;497;702;2.809;0;51;1.694;3.806;2.286;2.828;923;383
05.11.2020;19:15;1.092;474;707;2.802;0;52;1.695;3.777;2.295;2.807;612;383
05.11.2020;19:30;1.087;460;718;2.794;0;52;1.694;3.769;2.299;2.734;589;379
05.11.2020;19:45;1.090;457;718;2.792;0;52;1.694;3.779;2.270;2.678;467;385
05.11.2020;20:00;1.085;496;738;2.764;0;52;1.694;3.768;2.231;2.633;362;386
05.11.2020;20:15;1.086;466;739;2.756;0;52;1.695;3.750;2.215;2.615;156;385
05.11.2020;20:30;1.087;457;748;2.745;0;52;1.695;3.740;2.189;2.590;94;386
05.11.2020;20:45;1.086;452;729;2.767;0;52;1.695;3.741;2.113;2.544;71;385
05.11.2020;21:00;1.090;480;719;2.731;0;50;1.695;3.757;2.058;2.408;158;379
05.11.2020;21:15;1.089;467;709;2.675;0;49;1.694;3.760;2.031;2.328;108;369
05.11.2020;21:30;1.088;462;695;2.649;0;49;1.695;3.764;1.987;2.291;96;368
05.11.2020;21:45;1.087;457;668;2.609;0;49;1.693;3.724;1.933;2.248;38;374
05.11.2020;22:00;1.085;463;642;2.624;0;49;1.693;3.757;1.887;2.164;99;376
05.11.2020;22:15;1.085;460;624;2.611;0;49;1.694;3.764;1.854;2.069;78;375
05.11.2020;22:30;1.085;459;616;2.610;0;50;1.695;3.768;1.824;2.011;73;370
05.11.2020;22:45;1.082;458;601;2.548;0;49;1.696;3.764;1.710;2.008;68;369
05.11.2020;23:00;1.081;466;581;2.524;0;49;1.696;3.767;1.582;1.931;117;375
05.11.2020;23:15;1.081;463;579;2.512;0;49;1.697;3.759;1.478;1.865;79;377
05.11.2020;23:30;1.082;463;582;2.495;0;49;1.697;3.763;1.420;1.809;67;376
05.11.2020;23:45;1.080;460;585;2.458;0;48;1.696;3.746;1.343;1.771;49;375
06.11.2020;00:00;1.074;485;571;2.438;0;47;1.696;3.741;1.262;1.709;27;364
06.11.2020;00:15;1.074;484;559;2.388;0;47;1.695;3.741;1.225;1.748;15;367
06.11.2020;00:30;1.071;474;545;2.341;0;47;1.694;3.737;1.213;1.736;9;367
06.11.2020;00:45;1.074;451;547;2.294;0;47;1.694;3.739;1.207;1.724;7;366
06.11.2020;01:00;1.076;464;554;2.230;0;47;1.695;3.743;1.185;1.693;9;368
06.11.2020;01:15;1.076;452;553;2.225;0;47;1.694;3.736;1.169;1.688;5;368
06.11.2020;01:30;1.075;465;553;2.203;0;47;1.694;3.738;1.162;1.692;17;368
06.11.2020;01:45;1.074;465;561;2.157;0;47;1.694;3.743;1.159;1.685;10;368
06.11.2020;02:00;1.075;460;568;2.115;0;47;1.696;3.753;1.146;1.569;11;367
06.11.2020;02:15;1.072;454;563;2.102;0;47;1.695;3.747;1.121;1.569;5;365
06.11.2020;02:30;1.073;454;557;2.103;0;47;1.695;3.752;1.098;1.563;2;366
06.11.2020;02:45;1.076;465;569;2.084;0;47;1.693;3.738;1.069;1.561;2;364
06.11.2020;03:00;1.082;463;580;2.055;0;47;1.695;3.711;1.038;1.528;7;361
06.11.2020;03:15;1.079;462;577;2.044;0;47;1.696;3.698;1.039;1.533;10;363
06.11.2020;03:30;1.076;454;565;2.012;0;47;1.698;3.699;1.033;1.532;9;367
06.11.2020;03:45;1.071;470;564;1.986;0;47;1.697;3.704;1.035;1.534;10;368
06.11.2020;04:00;1.071;451;564;1.970;0;47;1.699;3.715;1.028;1.563;4;368
06.11.2020;04:15;1.078;455;552;1.931;0;47;1.699;3.732;1.042;1.567;10;369
06.11.2020;04:30;1.078;462;536;1.900;0;47;1.699;3.727;1.060;1.602;11;369
06.11.2020;04:45;1.079;462;524;1.862;0;48;1.699;3.738;1.119;1.629;11;368
06.11.2020;05:00;1.079;449;510;1.826;0;49;1.699;3.749;1.165;1.841;6;372
06.11.2020;05:15;1.080;448;491;1.777;0;49;1.699;3.753;1.255;1.877;6;372
06.11.2020;05:30;1.083;450;471;1.741;0;49;1.699;3.754;1.396;1.981;6;373
06.11.2020;05:45;1.082;451;448;1.716;0;49;1.701;3.741;1.593;2.043;78;373
06.11.2020;06:00;1.083;457;425;1.697;0;50;1.702;3.730;1.785;2.149;260;367
06.11.2020;06:15;1.084;458;404;1.660;0;51;1.703;3.747;2.020;2.261;432;367
06.11.2020;06:30;1.086;446;390;1.639;0;51;1.703;3.744;2.227;2.316;510;369
06.11.2020;06:45;1.085;442;372;1.591;0;51;1.704;3.743;2.342;2.345;659;369
06.11.2020;07:00;1.088;443;346;1.603;3;52;1.703;3.746;2.390;2.445;750;373
06.11.2020;07:15;1.089;440;320;1.559;20;55;1.703;3.766;2.443;2.506;978;376
06.11.2020;07:30;1.091;440;293;1.539;84;55;1.703;3.769;2.477;2.516;1.043;377
06.11.2020;07:45;1.091;439;277;1.555;222;56;1.702;3.766;2.479;2.525;1.106;379
06.11.2020;08:00;1.090;442;272;1.496;422;57;1.705;3.777;2.485;2.538;1.172;380
06.11.2020;08:15;1.087;442;275;1.445;679;57;1.704;3.775;2.503;2.515;1.132;377
06.11.2020;08:30;1.085;441;262;1.406;956;57;1.705;3.775;2.533;2.527;970;378
06.11.2020;08:45;1.087;438;235;1.369;1.242;57;1.705;3.778;2.543;2.543;708;373
06.11.2020;09:00;1.089;437;215;1.328;1.527;57;1.705;3.780;2.541;2.539;654;377
06.11.2020;09:15;1.091;434;193;1.293;1.782;57;1.704;3.782;2.518;2.542;497;378
06.11.2020;09:30;1.092;435;186;1.188;2.048;57;1.704;3.787;2.543;2.543;453;380
06.11.2020;09:45;1.093;435;186;1.126;2.314;57;1.704;3.778;2.546;2.540;391;379
06.11.2020;10:00;1.094;433;168;1.025;2.563;56;1.704;3.792;2.526;2.526;432;377
06.11.2020;10:15;1.094;432;159;935;2.777;56;1.703;3.781;2.485;2.528;368;376
06.11.2020;10:30;1.091;432;151;851;2.985;56;1.703;3.769;2.480;2.525;347;376
06.11.2020;10:45;1.091;432;153;783;3.167;55;1.702;3.766;2.472;2.497;336;375
06.11.2020;11:00;1.091;431;144;728;3.286;54;1.701;3.771;2.521;2.542;256;386
06.11.2020;11:15;1.092;433;136;685;3.398;54;1.702;3.761;2.505;2.543;216;385
06.11.2020;11:30;1.092;432;137;659;3.494;54;1.701;3.746;2.501;2.541;229;396
06.11.2020;11:45;1.093;432;135;640;3.554;54;1.701;3.750;2.500;2.539;202;411
06.11.2020;12:00;1.089;431;122;619;3.608;53;1.699;3.752;2.484;2.524;224;421
06.11.2020;12:15;1.093;432;130;606;3.631;52;1.696;3.748;2.480;2.528;154;427
06.11.2020;12:30;1.094;432;120;584;3.608;52;1.695;3.761;2.451;2.527;160;439
06.11.2020;12:45;1.092;431;111;587;3.537;52;1.695;3.764;2.396;2.529;102;442
06.11.2020;13:00;1.092;431;102;580;3.440;52;1.695;3.768;2.335;2.503;36;453
06.11.2020;13:15;1.096;428;102;566;3.314;52;1.694;3.753;2.281;2.482;45;459
06.11.2020;13:30;1.092;429;102;559;3.165;52;1.694;3.764;2.247;2.475;76;471
06.11.2020;13:45;1.095;432;93;555;2.972;52;1.693;3.751;2.206;2.478;46;475
06.11.2020;14:00;1.092;438;86;556;2.755;52;1.694;3.750;2.205;2.478;98;481
06.11.2020;14:15;1.114;441;85;554;2.500;52;1.694;3.766;2.259;2.503;110;489
06.11.2020;14:30;1.132;448;77;564;2.224;52;1.694;3.759;2.366;2.491;73;486
06.11.2020;14:45;1.133;458;71;573;1.912;52;1.694;3.758;2.430;2.479;171;484
06.11.2020;15:00;1.147;454;63;584;1.582;53;1.694;3.771;2.463;2.488;104;493
06.11.2020;15:15;1.157;471;57;597;1.251;53;1.694;3.774;2.519;2.499;231;498
06.11.2020;15:30;1.166;492;57;589;928;53;1.694;3.775;2.529;2.508;318;497
06.11.2020;15:45;1.170;485;60;608;621;53;1.693;3.770;2.537;2.503;486;493
06.11.2020;16:00;1.170;448;53;665;360;53;1.687;3.792;2.593;2.516;560;492
06.11.2020;16:15;1.170;492;50;717;162;54;1.691;3.811;2.628;2.513;628;495
06.11.2020;16:30;1.174;497;44;799;50;54;1.695;3.807;2.635;2.521;723;497
06.11.2020;16:45;1.174;495;44;887;7;54;1.695;3.803;2.634;2.526;924;481
06.11.2020;17:00;1.173;462;39;972;0;54;1.692;3.799;2.655;2.535;1.010;460
06.11.2020;17:15;1.172;469;42;1.059;0;54;1.695;3.816;2.663;2.525;1.274;437
06.11.2020;17:30;1.174;470;47;1.142;0;54;1.695;3.818;2.666;2.553;1.343;394
06.11.2020;17:45;1.177;469;42;1.238;0;54;1.694;3.819;2.659;2.553;1.337;386
06.11.2020;18:00;1.177;471;39;1.337;0;55;1.695;3.819;2.692;2.557;1.342;384
06.11.2020;18:15;1.178;471;36;1.408;0;55;1.696;3.816;2.688;2.556;1.264;396
06.11.2020;18:30;1.176;471;29;1.465;0;55;1.696;3.812;2.688;2.554;1.189;400
06.11.2020;18:45;1.175;470;31;1.520;0;55;1.696;3.808;2.681;2.555;957;399
06.11.2020;19:00;1.177;464;38;1.584;0;55;1.697;3.813;2.684;2.564;975;395
06.11.2020;19:15;1.178;468;36;1.650;0;55;1.689;3.789;2.660;2.559;572;396
06.11.2020;19:30;1.174;460;36;1.719;0;55;1.689;3.786;2.643;2.543;492;397
06.11.2020;19:45;1.175;451;47;1.754;0;55;1.690;3.774;2.609;2.515;347;397
06.11.2020;20:00;1.178;458;55;1.772;0;55;1.695;3.760;2.507;2.466;354;398
06.11.2020;20:15;1.177;446;60;1.805;0;55;1.697;3.748;2.374;2.397;171;397
06.11.2020;20:30;1.174;452;62;1.858;0;55;1.697;3.749;2.191;2.354;265;398
06.11.2020;20:45;1.173;452;69;1.923;0;55;1.697;3.742;1.983;2.322;232;396
06.11.2020;21:00;1.170;463;76;1.949;0;55;1.697;3.724;1.804;2.268;250;396
06.11.2020;21:15;1.171;454;79;2.006;0;55;1.698;3.721;1.733;2.212;159;397
06.11.2020;21:30;1.171;457;78;2.044;0;53;1.700;3.712;1.668;2.183;161;394
06.11.2020;21:45;1.174;455;80;2.057;0;53;1.701;3.719;1.583;2.167;78;393
06.11.2020;22:00;1.170;458;87;2.017;0;53;1.699;3.730;1.426;2.147;190;394
06.11.2020;22:15;1.171;447;91;2.028;0;53;1.699;3.726;1.415;2.152;120;392
06.11.2020;22:30;1.166;456;96;2.036;0;53;1.699;3.723;1.317;2.149;200;392
06.11.2020;22:45;1.164;447;108;2.045;0;52;1.700;3.709;1.303;2.147;72;390
06.11.2020;23:00;1.168;453;129;2.044;0;49;1.698;3.706;1.255;2.018;158;385
06.11.2020;23:15;1.167;448;156;2.044;0;49;1.698;3.694;1.200;1.915;130;385
